,id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
2882,24662841,DA'Home - Almada Unique Apartment,148125813,DaHome,,-8.61292,41.14971,Apartment,Entire home/apt,2,3,60.00,334,2,1124,40,98,7
2883,2467258,The Club Suite (King & sofa bed),4151556,Shannon,Ville-Marie,-73.58108,45.49998,Apartment,Entire home/apt,1,4,191.00,365,31,1125,2,100,12
2884,24672681,"Ideal for family, near subway station",19072430,Veronique,Ahuntsic-Cartierville,-73.64632,45.5496,Townhouse,Entire home/apt,4,5,199.00,0,4,15,1,100,1
2885,2467377,Centrally located in Bayside / Nice,7801481,Inez,Whitestone,-73.77958,40.78645,Apartment,Private room,1,1,90.00,35,3,1125,8,100,2
2886,24675658,"Your place for Sea, Cellars & Porto! (parking inc)",37817760,Sílvia,,-8.6419,41.12854,Apartment,Entire home/apt,4,6,63.00,173,2,31,31,98,1
2887,24693627,"GRACIA SUITE, cozy 1 bedroom apt, great location",1310304,Luis,El Gòtic,2.16417,41.39902,Apartment,Entire home/apt,1,2,49.00,256,32,330,1,80,14
2888,24717812,Conjugado Leblon 10min da praia e 5min metrô a pé.,42231582,Thaisa,Leblon,-43.22393926567802,-22.981403152315238,Apartment,Entire home/apt,1,3,201.00,57,1,1125,19,100,1
2889,24735009,Adjacent house in Outremont,6310602,Céline,Cote-des-Neiges-Notre-Dame-de-Grace,-73.62714,45.50395,House,Entire home/apt,8,13,450.00,76,5,1125,3,87,5
2890,24735200,Private room in Coogee,133209903,Natalia,,151.25051,-33.9208,Apartment,Private room,1,2,50.00,0,5,27,2,100,1
2891,24735200,Private room in Coogee,133209903,Natalia,,151.25051,-33.9208,Apartment,Private room,1,2,50.00,0,5,27,2,100,1
2892,24740074,Cosy Loft in the Heart of Borne,140936340,Anna,,2.18038,41.38683,Loft,Private room,2,3,70.00,0,2,1125,3,70,4
2893,24748967,"Piso en el centro,  habitación individual,",186901907,Mirla,,2.15149,41.38471,Apartment,Private room,1,1,45.00,0,1,1125,6,100,2
2894,24751719,"Plumeria House, Poipu Home with a View",187130567,Carla,Kauaʻi,-159.44654,21.8749,House,Entire home/apt,7,14,675.00,151,3,1124,8,100,1
2895,24755982,"Very Safe, Peaceful, Reliable Istanbul can show.",41396911,Ali,,28.78166,41.05377,Condominium,Private room,2,2,301.00,179,1,1125,1,100,1
2896,24779608,Décima-Quarta Esquadra — r/C,19998744,Marlene,,-8.6312,41.14587,Apartment,Private room,1,2,35.00,249,2,1125,1,100,3
2897,24785954,Single Room TH,187409759,Temple,Jordan,114.17065,22.3044,Hotel,Private room,1,1,228.00,15,1,90,1,80,5
2898,24800927,Secret room2,128078641,Sergio,El Besòs i el Maresme,2.21656,41.41263,Apartment,Private room,1,2,20.00,0,3,1125,11,85,6
2899,24806307,Ruby Charm Houses 7,8843516,Maria João,,-8.60737,41.15974,House,Entire home/apt,2,3,50.00,318,1,28,3,100,2
2900,24807963,"New & Clean Single Room in TST, next to MTR!",128381201,Yuki,Tsim Sha Tsui,114.17189,22.29879,Hostel,Private room,1,1,377.00,66,2,1125,49,94,12
2901,24807963,"New & Clean Single Room in TST, next to MTR!",128381201,Yuki,Tsim Sha Tsui,114.17189,22.29879,Hostel,Private room,1,1,377.00,66,2,1125,49,94,12
2902,24818739,Cosy Studio in the Heart of Hong Kong,7517718,Nancy,Sheung Wan,114.14509,22.28684,Apartment,Entire home/apt,1,2,699.00,242,1,1125,8,90,1
2903,24819150,New! Bright 2bed easily connected to the center,178600021,Sara,Camp d'en Grassot i Gràcia Nova,2.14504,41.40303,Apartment,Entire home/apt,3,6,94.00,332,2,1125,23,95,12
2904,2482036,"Spacious, charming & quiet delight",12697791,Jay,Chelsea,-74.00004,40.74316,Apartment,Entire home/apt,1,3,250.00,317,2,12,74,95,1
2905,24825256,Cozy Room in TST Ideal for Single Traveler,128381201,Yuki,Tsim Sha Tsui,114.17214,22.29826,Hostel,Private room,1,1,322.00,49,2,1125,59,96,12
2906,24829178,"smoothly, cheap house in Sisli,Istanbul..",183774494,Mustafa,,28.99452,41.07439,Apartment,Private room,2,2,63.00,364,1,1125,7,94,2
2907,24845400,Studio home in Taksim,116453270,Semih,,28.98532,41.03433,Apartment,Entire home/apt,2,3,290.00,202,2,1125,35,99,1
2908,24845400,Studio home in Taksim,116453270,Semih,,28.98532,41.03433,Apartment,Entire home/apt,2,3,290.00,202,2,1125,35,99,1
2909,24845400,Studio home in Taksim,116453270,Semih,,28.98532,41.03433,Apartment,Entire home/apt,2,3,290.00,202,2,1125,35,99,1
2910,24845400,Studio home in Taksim,116453270,Semih,,28.98532,41.03433,Apartment,Entire home/apt,2,3,290.00,202,2,1125,35,99,1
2911,24848349,Executive private room near museum station`,27619896,Carol And Ian,Darlinghurst,151.21246,-33.87649,Apartment,Private room,1,2,129.00,5,2,90,17,99,2
2912,24849266,Beautiful Mezzanine Studio (2 Guests) - N. Nasoni,4207615,Oporto City Flats,,-8.61221,41.14422,Apartment,Entire home/apt,1,2,55.00,331,1,700,5,100,48
2913,24849266,Beautiful Mezzanine Studio (2 Guests) - N. Nasoni,4207615,Oporto City Flats,,-8.61221,41.14422,Apartment,Entire home/apt,1,2,55.00,331,1,700,5,100,48
2914,248537,Apartamento de Qualidade no Porto,1302034,Maria De Lurdes,,-8.61876,41.14765,Apartment,Entire home/apt,1,4,65.00,297,3,365,188,97,1
2915,24857815,Large 2 Bedroom In Tour Des Canadiens,318040,Mike,Old Port,-73.57056,45.49661,Guest suite,Entire home/apt,2,4,950.00,314,30,1124,1,100,70
2916,24858356,Stunning Beachside Studio Unit  on Bondi Beach,63966593,Natasha,Bondi Beach,151.27387,-33.89523,Apartment,Entire home/apt,1,2,100.00,339,2,365,22,95,3
2917,24859326,Studio in the heart of Soho,3455514,Cesare & Stefano,Sheung Wan,114.15185,22.28483,Apartment,Entire home/apt,1,2,683.00,299,2,360,22,93,3
2918,24859326,Studio in the heart of Soho,3455514,Cesare & Stefano,Sheung Wan,114.15185,22.28483,Apartment,Entire home/apt,1,2,683.00,299,2,360,22,93,3
2919,24863216,Beachside studio in idealic Bronte,7879669,Vivian,Bronte,151.26521,-33.9004,Guest suite,Entire home/apt,1,2,149.00,164,2,45,51,99,1
2920,24863216,Beachside studio in idealic Bronte,7879669,Vivian,Bronte,151.26521,-33.9004,Guest suite,Entire home/apt,1,2,149.00,164,2,45,51,99,1
2921,24868157,"Very bright Studio, downtown Montreal with view.",6543028,Carole,Ville-Marie,-73.57849,45.50111,Apartment,Entire home/apt,1,2,90.00,0,1,1125,33,95,2
2922,24871838,HOMESTAY NEAR MONTREAL AIRPORT,71573275,Neera,Dollard-des-Ormeaux,-73.79282,45.49385,Townhouse,Shared room,2,4,46.00,365,1,1125,5,68,6
2923,24874349,Trendy and cosy apartment with bay views!,2561183,Sarah,Elizabeth Bay/Rushcutters Bay,151.22773,-33.87439,Apartment,Private room,1,1,100.00,83,1,1125,11,95,1
2924,24899410,ANITAHOUSE,188020310,Luis,,-8.6206,41.12383,House,Entire home/apt,4,6,70.00,265,2,30,23,99,2
2925,24899410,ANITAHOUSE,188020310,Luis,,-8.6206,41.12383,House,Entire home/apt,4,6,70.00,265,2,30,23,99,2
2926,24899410,ANITAHOUSE,188020310,Luis,,-8.6206,41.12383,House,Entire home/apt,4,6,70.00,265,2,30,23,99,2
2927,24903500,Blue Room With Balcony Barcelona Rambla,188283884,Diana,,2.1697,41.38471,Apartment,Private room,1,2,55.00,20,2,30,13,86,1
2928,24916356,Porto Gaia Wine's Place,19845527,Enrico & Mariana,,-8.62662,41.13615,Apartment,Entire home/apt,2,4,50.00,193,2,180,12,98,1
2929,24916415,Jomi House Permit 68030/Al,55132573,Vanessa,,-8.61443,41.15158,Apartment,Entire home/apt,2,4,75.00,138,1,33,40,97,4
2930,24916551,"3 bedroom house close to station, CBD and airport",17085220,Alice,,151.08673,-33.94626,House,Entire home/apt,5,6,151.00,34,2,1125,33,92,1
2931,24917020,Dee Why beachside retreat,17088651,Darren,,151.29581,-33.7546,Apartment,Entire home/apt,2,4,119.00,218,5,1125,1,100,2
2932,24917020,Dee Why beachside retreat,17088651,Darren,,151.29581,-33.7546,Apartment,Entire home/apt,2,4,119.00,218,5,1125,1,100,2
2933,24917821,Chambre privée au coeur de Rosemont,132115648,Touria,Old Rosemont,-73.57309,45.54917,Apartment,Private room,1,1,16.00,61,2,15,7,100,0
2934,2493382,The Best point to Enjoy Barcelona,3080717,Leonor,el Fort Pienc,2.18066,41.39332,Apartment,Private room,2,3,35.00,342,3,1125,21,94,3
2935,24938559,Cozy loft in the heart Old Montreal,21615073,Anas,Old Port,-73.55863,45.50182,Loft,Entire home/apt,1,3,101.00,0,2,1125,1,20,2
2936,24944774,Quiet bungalow (Rivière des prairies),164714644,Jian,Rivière-des-Prairies-Pointe-aux-Trembles,-73.61068,45.63219,Bungalow,Private room,1,2,24.00,268,3,1125,2,100,6
2937,24945999,The Porto Concierge - Mosaic Mezzanine,188598816,Philipe,,-8.60491,41.15812,Apartment,Entire home/apt,1,3,50.00,330,2,1125,37,89,1
2938,24948880,"Bright, Cosy 1BR Apt in hip area.",5269198,Hubert,,114.14157,22.28498,Apartment,Entire home/apt,1,3,597.00,0,1,1125,5,100,1
2939,24952440,Penthouse da Música for 8,5390269,Branca,,-8.62891,41.15483,Apartment,Entire home/apt,4,8,300.00,295,1,60,7,100,4
2940,24955954,"Ampla Suíte - Próx. a Barra da Tijuca,Jeunesse a..",86742436,Amalia,,-43.383179178641036,-22.943987570940173,House,Private room,1,2,71.00,364,1,30,2,100,1
2941,24955954,"Ampla Suíte - Próx. a Barra da Tijuca,Jeunesse a..",86742436,Amalia,,-43.383179178641036,-22.943987570940173,House,Private room,1,2,71.00,364,1,30,2,100,1
2942,24960259,"Dublex, 4 Room, Terrace, Sunny House at Center",40672033,Kerem,Kadıköy,29.03738,40.98682,Apartment,Entire home/apt,4,6,206.00,96,4,30,4,100,1
2943,24960623,Perfect Sea View,118337275,José,,-8.75701,41.36072,Apartment,Entire home/apt,4,5,50.00,252,2,300,7,100,1
2944,24969860,Montréal - Petite Patrie : idéal pour une famille,186855237,Pascale,La Petite-Patrie,-73.5938,45.54885,Apartment,Entire home/apt,4,5,95.00,99,4,1125,2,100,1
2945,24970484,Appartement ensoleillé près du marché Jean-Talon,10344088,Alexandra,Villeray,-73.61981,45.53843,Apartment,Entire home/apt,1,2,81.00,0,3,14,1,100,1
2946,24970484,Appartement ensoleillé près du marché Jean-Talon,10344088,Alexandra,Villeray,-73.61981,45.53843,Apartment,Entire home/apt,1,2,81.00,0,3,14,1,100,1
2947,24981028,Mong Kok double room private toilet near MTR,135868257,Mui Heung,Mong Kok,114.16968,22.32252,Hotel,Private room,1,2,353.00,179,1,1125,11,84,6
2948,24982210,Modest House,160726690,Julian,,-8.599,41.13317,House,Entire home/apt,1,6,55.00,314,1,1125,30,85,2
2949,24993202,Luxury 2 storey apartment with outdoor dining,188944892,Mike,Woolloomooloo,151.21914,-33.8716,Loft,Entire home/apt,1,3,200.00,0,1,90,4,100,1
2950,24993202,Luxury 2 storey apartment with outdoor dining,188944892,Mike,Woolloomooloo,151.21914,-33.8716,Loft,Entire home/apt,1,3,200.00,0,1,90,4,100,1
2951,25014628,Vibrant & Trendy Condo in Plateau l Terrasse,156562805,Rachel & Hamza,Downtown Montreal,-73.5848,45.52347,Condominium,Entire home/apt,3,4,110.00,119,1,1125,41,99,18
2952,25014628,Vibrant & Trendy Condo in Plateau l Terrasse,156562805,Rachel & Hamza,Downtown Montreal,-73.5848,45.52347,Condominium,Entire home/apt,3,4,110.00,119,1,1125,41,99,18
2953,25061385,"4 bdrm, 2 bath, 2 living room, kitchen",179470703,Bingning,Palolo,-157.79939,21.2946,House,Entire home/apt,8,12,79.00,154,1,30,4,100,4
2954,25061385,"4 bdrm, 2 bath, 2 living room, kitchen",179470703,Bingning,Palolo,-157.79939,21.2946,House,Entire home/apt,8,12,79.00,154,1,30,4,100,4
2955,25069056,Luxury 2+1 Apartment,189516806,Arzu,Karaköy,28.97444,41.02758,Apartment,Entire home/apt,2,6,285.00,362,1,1125,9,78,23
2956,25069374,Casa do Poeta,166541664,Jovita&Alexandra,,-8.60613,41.14843,Apartment,Entire home/apt,1,4,59.00,365,2,1125,27,91,4
2957,25070084,Elegant 1bed in Trendy Le Plateau,189519197,Nikki,Le Plateau,-73.57488,45.51285,Apartment,Entire home/apt,1,2,119.00,199,5,1125,58,98,11
2958,25070327,Double room only for pet lovers!,189049361,Stephanie,El Gòtic,2.1746,41.38634,Apartment,Private room,1,2,65.00,285,2,1125,2,100,2
2959,25071762,Quinta Adágio,189536798,Cipriano,,-8.33777,40.80005,House,Entire home/apt,6,8,99.00,239,3,1125,9,100,1
2960,25082056,Comfortable room in a cosy flat in city center,42768132,Özgür,Şişli,28.98502,41.04858,Apartment,Private room,1,2,90.00,365,2,1125,2,100,1
2961,25086367,"Front Row Ocean Views, Super-Spacious Luxury 2/2",43068394,Kevin,Kihei/Wailea,-156.44299,20.7079,Condominium,Entire home/apt,2,6,259.00,208,4,1125,8,95,17
2962,25086993,Griffintown-Downtown,189648471,Zouggari,Griffintown,-73.55964,45.49096,Condominium,Entire home/apt,1,3,85.00,0,1,1125,21,90,2
2963,25086993,Griffintown-Downtown,189648471,Zouggari,Griffintown,-73.55964,45.49096,Condominium,Entire home/apt,1,3,85.00,0,1,1125,21,90,2
2964,25104214,"Bağdat Caddesi sahilde, her yere yakın, çok şık.",178946299,Berat,,29.08891,40.95592,Serviced apartment,Entire home/apt,3,4,749.00,179,5,1124,1,60,2
2965,25104214,"Bağdat Caddesi sahilde, her yere yakın, çok şık.",178946299,Berat,,29.08891,40.95592,Serviced apartment,Entire home/apt,3,4,749.00,179,5,1124,1,60,2
2966,25117844,Habitación espaciosa y elegante con AC y baño,189860417,Helena,L'Antiga Esquerra de l'Eixample,2.1454,41.39273,Apartment,Private room,1,2,80.00,49,2,1125,11,100,2
2967,25117844,Habitación espaciosa y elegante con AC y baño,189860417,Helena,L'Antiga Esquerra de l'Eixample,2.1454,41.39273,Apartment,Private room,1,2,80.00,49,2,1125,11,100,2
2968,25117844,Habitación espaciosa y elegante con AC y baño,189860417,Helena,L'Antiga Esquerra de l'Eixample,2.1454,41.39273,Apartment,Private room,1,2,80.00,49,2,1125,11,100,2
2969,25130140,OPORTO GUEST Downtown 2,49819978,Oporto Guest,,-8.61376,41.15167,Apartment,Entire home/apt,1,2,55.00,340,2,1125,6,100,34
2970,25134372,You'll remember the hospitality forever :),189958383,Ufuk,,28.98313,41.04217,Serviced apartment,Private room,1,2,148.00,180,1,30,2,100,1
2971,25135972,Sur le Mont-Royal  On the Mont-Royal,189965030,Konrad,Le Plateau,-73.57112,45.53623,Apartment,Private room,2,2,35.00,0,3,60,4,95,1
2972,25136779,At Home in HONOLULU,41950889,Claude,Diamond Head/Kapahulu/St. Louis Heights,-157.82755,21.29037,Apartment,Entire home/apt,2,4,102.00,350,1,1125,24,91,28
2973,251414,"Apartment in Montmartre, Paris",1318632,Bahar,Cihangir,28.98564,41.03203,Apartment,Entire home/apt,1,2,295.00,358,7,90,1,100,1
2974,25144253,"(香港佐敦)糖果音樂主題三人房 ~ 地理交通優先選(步行2分鐘到地鐵站, 6分鐘到尖沙咀)",189829763,Yannes,Kennedy Town,114.17131,22.30545,Hostel,Private room,2,3,597.00,362,1,1125,8,90,8
2975,25148829,"Terrace- park view, great location, quiet street.",15915270,Arianne,,151.17826,-33.9118,Townhouse,Entire home/apt,2,4,112.00,0,4,1125,6,97,1
2976,25148829,"Terrace- park view, great location, quiet street.",15915270,Arianne,,151.17826,-33.9118,Townhouse,Entire home/apt,2,4,112.00,0,4,1125,6,97,1
2977,2515976,2- AMAZING FLAT IN RIO DE JANEIRO 201/301,10796926,Frederico & Marcela,Santa Teresa,-43.179866419091326,-22.91883814648638,Serviced apartment,Entire home/apt,2,4,160.00,330,1,1125,75,93,16
2978,25167125,Bohemian Suite,11490944,Rachelle,Dorval,-73.76779,45.45358,Guest suite,Private room,1,1,40.00,313,1,1125,11,100,3
2979,25167361,Central Cosy One Bedroom Apartment,8272913,Ricardo,,-8.61564,41.15038,Apartment,Entire home/apt,1,3,50.00,316,1,1125,1,100,12
2980,25167361,Central Cosy One Bedroom Apartment,8272913,Ricardo,,-8.61564,41.15038,Apartment,Entire home/apt,1,3,50.00,316,1,1125,1,100,12
2981,25183276,Apartamento ótimo em Ipanema - Um achado ; ),190284645,Tomás,Ipanema,-43.19369643242798,-22.985192888934353,Apartment,Entire home/apt,2,5,351.00,2,5,1125,2,100,1
2982,25185445,Double room + Private Bathroom / Sagrada Familia,190263642,Francisco F,El Clot,2.18758,41.41355,Apartment,Private room,1,2,40.00,59,1,1,41,95,1
2983,25187510,Pristine 1BR in Quartier des Spectacles by Sonder,12243051,Sonder,Gay Village,-73.56084,45.51014,Apartment,Entire home/apt,1,2,91.00,240,2,1125,7,97,1198
2984,25187510,Pristine 1BR in Quartier des Spectacles by Sonder,12243051,Sonder,Gay Village,-73.56084,45.51014,Apartment,Entire home/apt,1,2,91.00,240,2,1125,7,97,1198
2985,25189566,Quarto e Sala Moderno/Melhor Localização de Copa,31312633,Gustavo,Copacabana,-43.19072719492715,-22.982918380828945,Apartment,Entire home/apt,2,4,187.00,122,2,30,35,97,2
2986,25200117,"(Mong Kok)  New !!! Warm, comfortable, 2 min MTR",123529877,Kely,Mong Kok,114.17024,22.31666,Apartment,Entire home/apt,5,9,1178.00,274,1,999,11,82,21
2987,25200703,The Porto Concierge - Camellia House,190411862,Rui,,-8.5978,41.16037,Apartment,Entire home/apt,1,11,65.00,266,2,1125,35,93,1
2988,25211066,Sunlight in Ahuntsic - Le Durham,53348598,Jc,Ahuntsic-Cartierville,-73.66881,45.55895,Apartment,Entire home/apt,2,4,150.00,336,3,90,9,96,1
2989,25217878,Habitación doble en pleno barrio gótico,71421643,Daniela Carina,,2.17579,41.379,Casa particular (Cuba),Private room,1,2,53.00,291,1,1125,6,90,2
2990,25217878,Habitación doble en pleno barrio gótico,71421643,Daniela Carina,,2.17579,41.379,Casa particular (Cuba),Private room,1,2,53.00,291,1,1125,6,90,2
2991,25224358,"Westmont square, Good cousin's around the area.",15792150,Sajjad,Westmount,-73.58559,45.48857,Loft,Entire home/apt,1,3,110.00,180,4,1125,2,80,1
2992,25226807,"Beautiful, spacious loft in Clinton Hill",8250822,Sabrina,Clinton Hill,-73.96065,40.69284,Loft,Entire home/apt,1,2,130.00,0,3,1125,4,100,1
2993,25233509,"Terrace, sea view at Diagonal Mar!",971768,Akira,Diagonal Mar - La Mar Bella,2.21416,41.40968,Apartment,Entire home/apt,6,8,190.00,257,1,365,1,100,22
2994,25238139,福田口岸/会展中心/商旅/高端现代化两室一厅公寓,183077534,家仪(Kay),,114.06117,22.51084,Apartment,Entire home/apt,2,4,526.00,0,1,1125,3,87,5
2995,25239252,Penthouse suite at the heart of Nisantaşı,2517230,Alkim,Şişli,28.98958,41.05426,Apartment,Entire home/apt,2,3,612.00,365,1,1125,1,100,5
2996,25241699,"Experience like local: perfect location, warm flat",59417924,Fatih,Üsküdar,29.0379,41.02706,Apartment,Private room,3,2,53.00,0,1,300,2,100,1
2997,25244992,CAUSEWAY BAY 2MIN FROM SUBWAY STUDIO,190737686,Thomas,Causeway Bay,114.1842,22.27839,Apartment,Entire home/apt,1,2,298.00,0,4,35,2,100,1
2998,25248977,Marvel Suites in Taksim square,190760576,Ömer,Taksim,28.97966,41.03957,Aparthotel,Private room,1,2,142.00,180,1,30,8,98,1
2999,25250380,【城遇】樱空 日式loft公寓 近罗湖口岸国贸金光华万象城东门 双地铁口 好住好逛又好吃,190769137,馨,,114.12644,22.53663,Loft,Entire home/apt,1,2,369.00,358,1,1125,52,95,4
3000,25261646,Chambre privée dans un Condominium havre de paix.,3405939,Abdou,,-73.55054,45.53739,Apartment,Private room,1,2,46.00,196,2,1125,8,98,1
3001,25264318,Humble hut in the middle of kihei!!,30690536,Maria,Kihei/Wailea,-156.45071,20.75288,House,Private room,1,2,120.00,227,2,1123,39,92,1
3002,25266022,Stylish Mile End Condo with City Views from the Roof Deck,58076590,Berish,Mile End,-73.60518,45.52362,Condominium,Entire home/apt,3,8,325.00,332,1,1125,35,99,21
3003,25266022,Stylish Mile End Condo with City Views from the Roof Deck,58076590,Berish,Mile End,-73.60518,45.52362,Condominium,Entire home/apt,3,8,325.00,332,1,1125,35,99,21
3004,25277573,LUXURY PRIVATE HOUSE NEAR BOSPHORUS,104249433,Batu,,29.00816,41.04537,Apartment,Entire home/apt,2,3,163.00,141,3,180,24,79,2
3005,25277573,LUXURY PRIVATE HOUSE NEAR BOSPHORUS,104249433,Batu,,29.00816,41.04537,Apartment,Entire home/apt,2,3,163.00,141,3,180,24,79,2
3006,25277573,LUXURY PRIVATE HOUSE NEAR BOSPHORUS,104249433,Batu,,29.00816,41.04537,Apartment,Entire home/apt,2,3,163.00,141,3,180,24,79,2
3007,25281601,Architectural Design Townhouse with Spa-worthy Tub,4380365,Eric,Le Plateau,-73.57575,45.48745,Townhouse,Entire home/apt,2,4,301.00,15,2,1125,2,100,7
3008,25292788,Sixties Guest House 4,190162013,Miguel,,-8.60027,41.16029,House,Private room,2,3,35.00,0,1,1125,26,79,8
3009,2530337,Cozy 1-bedroom in Makiki-Punchbowl,6685693,Maya,Makiki/Lower Punchbowl/Tantalus,-157.85041,21.31008,Apartment,Entire home/apt,1,2,115.00,160,2,60,95,96,1
3010,2530337,Cozy 1-bedroom in Makiki-Punchbowl,6685693,Maya,Makiki/Lower Punchbowl/Tantalus,-157.85041,21.31008,Apartment,Entire home/apt,1,2,115.00,160,2,60,95,96,1
3011,25317459,Casa Quinta Sêca,130004637,Francisco,,-8.67185,41.18075,Apartment,Entire home/apt,1,2,30.00,312,1,30,37,92,7
3012,25317459,Casa Quinta Sêca,130004637,Francisco,,-8.67185,41.18075,Apartment,Entire home/apt,1,2,30.00,312,1,30,37,92,7
3013,25317459,Casa Quinta Sêca,130004637,Francisco,,-8.67185,41.18075,Apartment,Entire home/apt,1,2,30.00,312,1,30,37,92,7
3014,2536984,GAUDI:50 m from the Sagrada Familia,3601196,Mar,El Camp de l'Arpa del Clot,2.1749,41.40102,Apartment,Entire home/apt,3,5,80.00,174,3,1125,37,87,37
3015,25377740,Incrível ApartHotel 2 quartos! Coração da zona sul,46652490,Haline,Humaitá,-43.1997376615213,-22.95792977662092,Serviced apartment,Entire home/apt,4,4,298.00,83,2,1125,1,100,1
3016,2538085,Sweet Flat,7760946,Eda,,28.98092,41.0892,Apartment,Private room,1,1,105.00,358,1,10,2,100,2
3017,253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Greenpoint,-73.95296,40.73714,Apartment,Entire home/apt,2,4,299.00,243,3,365,6,97,28
3018,25398833,Free parking free laundry at Dabin's Cozy Home,153445788,Seb,Cote-des-Neiges-Notre-Dame-de-Grace,-73.62332,45.51187,Apartment,Private room,1,2,39.00,41,1,59,24,90,3
3019,25399181,Historic Cellars Flat & Hi-Fi,191737692,Jose Manuel,,-8.61138,41.13627,Apartment,Entire home/apt,1,6,60.00,363,3,60,1,100,1
3020,25399181,Historic Cellars Flat & Hi-Fi,191737692,Jose Manuel,,-8.61138,41.13627,Apartment,Entire home/apt,1,6,60.00,363,3,60,1,100,1
3021,25408055,@Terry's,191811747,Terry,,114.15282,22.52856,Apartment,Private room,1,2,196.00,114,1,1125,15,94,1
3022,25410221,Entire Studio Apartment 5 min walk to Sydney Uni!,9949682,Thea,Forest Lodge,151.18108,-33.88433,Apartment,Entire home/apt,1,2,64.00,0,6,91,7,94,1
3023,25414968,"Quiet, Comfortable, Fully Equipped Condominium",14252788,Nader,Old Rosemont,-73.57521,45.55707,Condominium,Entire home/apt,1,4,60.00,0,2,30,5,100,1
3024,25418032,El hogar de Gabi.,115743377,Gabriel,,2.21576,41.41612,Apartment,Private room,1,1,30.00,341,4,365,1,100,2
3025,25418032,El hogar de Gabi.,115743377,Gabriel,,2.21576,41.41612,Apartment,Private room,1,1,30.00,341,4,365,1,100,2
3026,25437034,Quarto partilhado do Porto! (1),14876239,Arthur,,-8.60043,41.16556,Apartment,Shared room,1,1,15.00,263,2,1120,6,100,5
3027,25446051,24 Eight Guesthouse - Apartment 12,187109071,24 Eight Guesthouse,,-8.59822,41.14889,Apartment,Entire home/apt,2,3,60.00,230,2,1125,13,94,4
3028,25448375,SUNNY DELIGHT ❤ double bedroom + balcony,7671343,Roberto,Sants-Montjuïc,2.17317,41.38848,Apartment,Private room,1,2,60.00,16,3,1000,15,96,10
3029,25448488,Spacious downtown 3 bedroom for New Years Eve,4344536,Vinay,,-73.58082,45.50023,Apartment,Entire home/apt,3,8,400.00,175,3,1125,3,67,3
3030,25453308,Exquisite apt. Open space and plently of light,5070884,Laia,Dreta de l'Eixample,2.1747,41.39243,Apartment,Entire home/apt,2,3,150.00,95,30,330,4,100,3
3031,25453308,Exquisite apt. Open space and plently of light,5070884,Laia,Dreta de l'Eixample,2.1747,41.39243,Apartment,Entire home/apt,2,3,150.00,95,30,330,4,100,3
3032,25479588,MasterBedroom with EnsuiteBathroom short/long term,47294410,Julia,Rivière-des-Prairies-Pointe-aux-Trembles,-73.50062,45.63482,House,Private room,2,3,23.00,283,1,180,18,83,3
3033,25482600,Porto D'Alma Santa Catarina - Studio w/ Terrace,60887746,Ricardo,,-8.60451,41.1496,Apartment,Entire home/apt,1,2,110.00,318,3,30,5,100,11
3034,25482600,Porto D'Alma Santa Catarina - Studio w/ Terrace,60887746,Ricardo,,-8.60451,41.1496,Apartment,Entire home/apt,1,2,110.00,318,3,30,5,100,11
3035,25484862,Central Apartment w Bosphorus&Hist. Peninsula View,21171234,Özgür,Karaköy,28.97872,41.02752,Apartment,Entire home/apt,3,4,390.00,78,3,31,16,93,23
3036,25485516,Casa da Ponte - Fontainhas Duplex,192341244,Elvira,,-8.60233,41.14555,House,Entire home/apt,3,5,65.00,298,2,90,44,99,1
3037,25501014,Homey Studio Hong Kong next to HKU MTR station,22669354,Henri,Sai Ying Pun,114.1356,22.2876,Apartment,Entire home/apt,1,2,447.00,122,1,1125,65,94,8
3038,25503333,Studio in the center of Porto for 4 people,182806546,Travel,,-8.60636,41.15133,Guest suite,Private room,2,4,150.00,275,1,1125,2,90,5
3039,25503822,Modern and Amazing Apartments in Porto,145495646,Atrius,,-8.60731,41.13396,Apartment,Entire home/apt,5,10,118.00,305,2,1124,7,89,10
3040,25503822,Modern and Amazing Apartments in Porto,145495646,Atrius,,-8.60731,41.13396,Apartment,Entire home/apt,5,10,118.00,305,2,1124,7,89,10
3041,25513422,Omar do Rio - SB74,6000862,Omar Farhat,Vidigal,-43.18822533645001,-22.973207953474823,Serviced apartment,Entire home/apt,1,3,369.00,82,1,1125,3,100,49
3042,25513422,Omar do Rio - SB74,6000862,Omar Farhat,Vidigal,-43.18822533645001,-22.973207953474823,Serviced apartment,Entire home/apt,1,3,369.00,82,1,1125,3,100,49
3043,25513422,Omar do Rio - SB74,6000862,Omar Farhat,Vidigal,-43.18822533645001,-22.973207953474823,Serviced apartment,Entire home/apt,1,3,369.00,82,1,1125,3,100,49
3044,25513422,Omar do Rio - SB74,6000862,Omar Farhat,Vidigal,-43.18822533645001,-22.973207953474823,Serviced apartment,Entire home/apt,1,3,369.00,82,1,1125,3,100,49
3045,25541515,H4 Flat with an attic bedroom,14468412,Umut,Moda,29.0258,40.98713,Apartment,Entire home/apt,2,4,132.00,285,28,1100,10,94,7
